rec_id,stage,public
BZUw9bmkaA,N2,True
u7dlQmEgxd,N2,True
i5XZ3b8VBD,N2,True
WJp7bvO98E,N2,False
EduRkmuJ0T,N2,True
nn7BDRqfbM,N2,True
Onf2fYfGC6,N2,False
zacR2sWMPA,N2,True
Gwi8kzCVox,N2,False
lDlzYpEzzu,N2,True
Q4XBZ2Ix7C,N1,False
8UI1DBDhnG,N2,False
qTuUf7uXaQ,W,False
ySd1DTy1u0,R,False
1WrAe5WTdN,N2,True
9AvUlJobP4,N2,False
pSk1ztiM28,N2,False
7r2upq2edx,N2,False
0ucGciKGbT,N3,False
hufznLsRVd,N2,True
Ay8rc6Ctaw,N2,False
FqpBWjVG8v,N2,True
H7eCLNlnhP,N3,True
VxEOJvCCtE,W,False
0LUdgvo3VW,W,True
bPUxAFbsyX,W,False
AnPOdvde1u,N2,False
pHogWKKw0d,R,False
G7c0SH70Ql,N2,False
DZnhCoZdUI,N2,True
BUdFvMRckb,N3,True
JAMmFPfQkY,N3,False
7OuctpqiLE,N3,False
0OSzFTvmUj,N3,False
alB4aQnLxU,N3,False
4LoVApiePE,N3,False
bXpP0WTIYn,W,False
GyOVYX0QGt,W,False
bmYLs2rDvs,N1,False
uJIyoQatde,N1,False
PnDSgMcaX9,N2,True
4SY1vjJu0N,N2,True
zZs2OxyLzI,N2,False
ZjIvwdQwSu,N2,False
SvsLoEvTtE,N2,True
8uLhhnJZx3,N3,False
V0Yni4g1Mo,N3,True
BgK91qUBh9,N3,True
kpIikc58Po,N3,False
rU9RtgBKz2,N3,False
8E6cuP2RL6,N2,False
8HhFl7SfXA,N1,True
E88pBy8sTE,R,False
fuqGLCAd43,N2,True
jYPqdQ7oAn,N2,True
sQI1N21Mtb,N2,True
nxfDheSlWQ,N2,False
YWF5r3wzed,N2,False
1mvp8GCNq7,N3,False
ys8OoF2TOZ,N3,False
HfSeWombRF,R,False
u54njpQ3Sg,R,True
F3g9bbOQUC,R,False
mamocSfb8a,R,False
FKSW6VOf07,R,True
CpW08TddGn,R,True
GUzPQCGPlm,N2,True
gPULv7a50T,N2,False
7rAgLNJyr4,N2,False
RnPkclDyyS,N2,False
LX8LLZkx9d,N2,False
Mj7P27a8Nq,N2,True
PKUqJbcV4d,N2,True
2HsNwyYzgO,N3,False
gFKGHm6xf8,N2,False
8FXyyiRILV,R,False
rbDAVFobEH,R,True
wKWt3DMIiD,R,False
P9QmJWPN8i,R,True
93PbvIImZl,R,False
e9OJCuoVDw,N2,False
H0Zzrl9KtA,N2,True
KWQdbYhr9m,W,False
SNZpM0y9Mb,W,False
emeozWgrjE,N2,False
GrkQkbWBqp,N3,False
oxwoa8qNJK,N3,False
FA3CbJdrxI,N3,False
mjPgwTQpuW,N3,True
pqXvCiL7SR,N3,False
kzZxGiUzhf,N3,False
3OjQt3E7lg,N3,False
j4E9lVmxhV,N3,False
L6SkJhJjxG,N2,False
m2Q7TmGdGA,N2,False
rxrDAYs4hH,N3,True
66CT2RBdaC,N3,False
ps0EuHBHQC,N2,False
4jAaZO0czQ,N2,False
nYvZ2kDtRi,N2,False
8GDN0hEtlP,N2,False
TuH087xVfp,N2,True
mO5VjZQA4q,N3,False
MWToyQk0tW,N3,False
P9qO10BEH6,N3,True
7O0KdrT27m,N3,False
56t80IrC3u,N1,True
O6BkSf8CVJ,N1,False
VBogJLsZr8,N2,True
vPjA8G7RDm,N1,False
OLyFZrCSAZ,R,True
3PhI0h1Q3I,R,False
5d3LQcO0ta,W,True
bVYrTmJSch,W,False
vXUnQ7wjh4,W,False
vFRSSgNf6G,W,True
eSaiudteXM,N2,False
excoJvGPrK,N2,False
slOMmukeqF,N2,False
tCWouUbIHA,N3,False
LK0HVSeRdi,N3,True
XFZvtRXak4,N2,True
GQVYx1xC0J,R,False
SvnQ0j8aFz,R,False
QFlAymlXTn,R,False
uH4EOAECDN,R,False
HbKQZQYT5S,R,False
CoY6Qz0chW,R,True
q3bBty6OZr,R,True
0Hagn1coHT,N2,False
idxgntxXDF,N2,False
05YQkSMFF5,N2,True
LbT7pcwTw8,N2,False
rztvyDEK2B,N2,False
iY5WVtrN1W,N2,False
cymZjDLBzQ,N2,True
roKuFSyamB,N2,True
uIxk8PpzFh,N2,False
yKbKFnBAtR,N2,False
gRPd5TAjSb,N2,True
NeSRcmFqxc,N2,True
oFpdKKEewt,N2,True
FnUJjGl03X,N2,False
jpVykyDr4S,N2,False
CJdrXLsmEh,N2,False
Cnb6llmwyx,N2,False
6tv4XCpCHW,N2,False
6J5QuvAr6v,N2,False
T30nizWxxz,N3,False
dOmpeKD7g0,N3,False
nMdzVrr6kY,N3,False
DI1gCfgUSa,N3,True
hoWOtSqlzy,N3,True
pd1dGK3I3K,N2,False
1kb5FA26yW,N2,False
pFLuaPzQM4,N2,False
j4ESmskj6j,N2,False
Z7g6varBbU,N2,False
hrH6zamyNG,N2,False
mBjbJ527f5,N2,False
ZXmYVSPCOu,N2,False
SCVI8iiYAQ,N2,False
fXYwZoVT1W,N2,True
akuN1LaWu3,W,False
k9XwmlBM54,W,False
h0ZSLBJHUk,N2,False
vgyScO0X5R,N2,False
lKbe5ETyAy,N2,False
iBrZTrcF6D,N2,True
EEtSuYEks2,N2,False
WxH5nLjAOs,N3,False
t9rfI0ndKv,N2,False
boph5pUdL8,N2,False
oxIav6X5ZB,N2,False
WxDna1BWMh,N3,False
AcOnZiLRyC,N2,True
8mSyFuSIZV,N2,False
s43rBKLRXD,N2,False
DwlMsPdQKd,N2,True
EmBDXmmGOV,N2,True
NlzQFlrVYr,N2,False
B7deGPxJDO,N2,False
m7bbTI92v3,N2,False
DeIcmY6Bfj,N2,False
2s2eh0sA1U,N2,False
JzHynJ1w7u,N2,True
3EH7fLv1Q4,N2,True
4XFbGT3uIp,N2,True
iCNLjK7BZs,N2,False
MklxhInR5y,N2,False
rGsMAbpLEE,N3,False
0kuOjMOUS3,N2,False
hQivGD8iqO,R,False
EBWRaltFMH,R,False
XZXd8uQ7g1,R,False
AseoOFiiEX,N2,False
DmGF21xcBH,N2,False
ecl9xmnxKO,N2,True
5wMfAOWi40,N2,False
sbVEWnc5Jt,N2,False
AcspmHA4vy,N3,False
yvkuomILfx,W,False
6by9d8AJAK,W,False
EnzsO4B7LD,W,False
K5nR8ttAsA,W,True
PWL9MVO8nX,W,False
xf5DgmSauy,W,False
RvgHk2sLGz,W,False
w8k3yRRfYx,W,False
2bEyj2zc9C,W,False
MgpJq74zXy,W,True
CWeLh3jvAC,W,False
r99LPElaFV,W,True
MYnQNFAtEx,W,True
aHFsIPC0lT,W,False
J42XtGCuO7,W,False
hv9tx3VWbw,W,False
17M2mhxDqt,W,True
ZRo9qjMfQT,W,False
7YFdKsElaN,W,False
VYiRaKkuE3,W,True
g5mxky5Tc4,W,True
PX2dju3WXD,W,False
yFXWq5b0YJ,W,True
InfcU7FqbN,W,False
AbLo3tgw9u,W,False
3qFHs8HqSI,W,True
5eTrWPmTHW,N1,False
38YWfD2E9s,N1,True
uoLkF4x9fP,N3,True
HiVPUa88OR,N3,False
zFapPjJedx,N3,False
KhfUoRq4cy,N3,False
yYFP0BvHgl,N3,False
uIfmEilXg2,R,False
GeP3tdRaR6,W,False
N07ALEqjDg,W,True
Fva5hkaus1,W,True
EvVDQP4Jpa,W,False
HR8eZLmmlf,W,True
GOfMhGyt9N,W,False
oZGt4K62Me,W,False
k7z6ldyrXb,W,False
BPm0Rm24IO,W,False
zCogFTMJ11,W,False
8P31FoysKh,W,False
BdknEegNEb,W,False
AG2F1KYPRX,W,True
qI7N7SkGxg,W,False
THX3zFnI2L,W,False
Td32YMi84v,W,False
5iwtlpiqFe,W,False
CvNeRJZpto,W,False
5GLoUjowyF,W,False
ZawpFkUguw,W,False
OQ90A5sDGe,W,False
eHFGbHw25s,W,True
KzCU8SSPhg,W,False
SPvREIKKL8,W,False
IE2fSMLR4m,W,True
bTMDKOlMEH,W,False
AgG8vohgc6,W,False
quqrSu8zNa,W,True
NlfFVZPIrM,W,False
BN1CHkIY6G,W,False
yJfrnkhaY1,W,True
O64icfBs0D,W,True
UXVY9nZlZY,W,False
TmMO9YzfKY,N2,True
0tli6TgzOe,N2,True
Zcc8swtJBp,W,False
IK49PtwRU7,W,False
WHV2rPacjc,W,False
NQ1YpLVkL6,W,False
2QdJCgqAxM,W,True
XHA7AeUam1,W,True
wKJHhkIoSD,N2,False
Ss2dTpLa0U,N3,False
HeUNCY0W4i,N3,False
D1FDi2p1ti,N3,True
7kZL8wFa6J,N3,False
d5iyq2gOUe,W,False
I5Xz3ZmK2X,N2,False
nrnINNgj49,N2,False
pMhGiYEdcL,W,False
Ool4Nei5oh,R,False
URvTd3ovHd,R,True
Y4WYEPdE5v,N2,True
PkF9BtyMlY,N2,True
pj1aTaBWNR,W,False
7o7aRPhqy2,W,True
vG5rg03DR3,W,True
ApQ43oYrSd,N2,False
ZxXVNg0M1N,N2,True
UWUqj3NI1K,N3,False
KilknYMeor,N3,False
DbgsyKlDlZ,N2,False
HZzWjwI9RN,N2,False
6j37uVhEVF,N2,True
05jv0G3F0Y,N2,False
fRX4CSYx5c,W,False
cpH0zmI73e,W,False
14NnB6DZ9a,W,False
1uxTYPF0BB,W,True
kL6rbX3FE2,W,False
qZhiXBLMOC,W,False
s6sKXpzk0a,W,False
JIokvAu38p,W,True
fPB89xPqei,W,True
J0tDag9xIF,W,False
iCsNbvLlsO,W,True
Eyh0uhSg4G,W,False
XOU2He6Rmh,W,True
kSEUVfHRgb,N2,True
bh9HkKQexo,N2,False
kQ5VauANVC,N1,True
cl5vohw7Uf,N2,False
uIH2z7fBgM,N2,False
bFKZ9ckkvg,N3,True
d0SuyVxURL,N3,False
IrxTFqkTgL,N3,False
ZyDik5C2GR,N3,True
NiasIK9fhC,N2,False
4a5s267xRI,N2,False
1i9ehQl3TJ,W,True
Io3eTYc6rP,W,False
CWOIwbjedG,W,False
bkMKPzbZ6L,W,False
NIkA9QV7PI,W,False
HYVkh4HxTO,W,False
k1KlinaFGZ,R,False
zGlPJf9UW4,N2,False
qVysIv4nlB,N2,False
eNV6tROtXU,W,True
3ssmF6wfYf,W,True
j2VpNwpzXd,N2,False
l1vJfs1DRk,N2,False
XEO0viCO4t,N2,True
ZSVAoe8YDR,N2,False
SWV95sSSsV,N2,False
PYFCBuL4M2,N2,True
7NLVIdmN0U,N2,False
0ERCXfUKsH,N2,True
75xra9a2JC,N2,False
SXA6T3mZ3i,N2,True
m84DpSjgCY,N2,False
ud3SsbpXpv,N2,False
U3ys4veklM,N2,False
nHbfWiHO4N,N2,False
Py1XrV58YV,N2,False
BTOhxHg0nO,N2,False
YxzeqYVtQ9,W,False
Qs8yCw9rsE,W,False
jtTzyWMZPN,W,False
2Xo04BSWaG,W,False
9WHkWbbjfw,W,True
XTZ4P55txa,W,False
u0oeESmP2L,W,True
orfUxgaB07,W,False
imRakZnUqt,W,True
LLbx18vKji,W,True
klejhpLXCz,W,False
Wm7HnhcrRK,N1,True
1i8RU0KmPs,N2,False
UOsVybZQez,N2,False
s0ftKQXho8,N2,True
oPi2Z5cCAf,W,False
Y4ullp0wbw,W,True
Pz7gmQkYBX,N2,True
qIoSqNPeK5,N3,False
l2hxLVMFj0,N3,True
OhX9N6Y97m,N3,False
qjGSIdmu1l,N3,False
njMPhdD83b,N3,False
xkkCVK0WUA,N3,False
66EKSgT6AD,N3,False
E87wGSg2rw,N3,False
g7Z8sBfgow,N2,False
SuZ9DjrodA,N2,True
7bpy2fO568,N2,False
vSb2tKV0nF,N2,False
es4xtKODCP,N2,False
VwaklhACY1,N2,False
lp7CLviCon,R,False
1wBL23GHRh,R,False
ApoNxu7dPu,R,False
ryJxlzO1rR,N2,False
sWwiBP4Y90,N2,False
AMqacG2mnn,N3,False
6TSvVyr94k,N3,False
H0S1FGPiKo,N3,True
SNfw9x7qLk,N3,True
EhDX2cwU9b,N3,True
XfoByZ7B4s,N3,False
oEabCScSeX,N1,False
K82uHVVQMW,N1,False
w7sOdzjnKG,R,False
PRsvSs867y,W,False
clNdiViYhm,N1,True
XS3lbrP0Up,N1,False
r1nDjPaPFj,N1,False
xYwHGRz1PH,N2,False
5q1vzHMSrW,R,True
u2rtt7YovC,W,False
URlIlfTFlW,R,False
3cZbI2HKlE,R,False
u1QOcloGNc,R,True
V3Vh1UsTkt,N1,True
ozOepuxaI4,N2,True
XEWG9M3OfV,N1,False
2exx39xd2R,N1,False
yLDzcEg8VQ,N2,False
AGVG9IrRJG,N2,False
duLFwfcNi5,N3,False
a9NTJC79rb,N3,False
qomeZ3xYpW,N3,True
FGhzzonG3t,N1,False
oi83Q3T70f,N1,False
jn8h2qUJkL,R,False
ifSa6YPRx1,N1,False
lMMG8gAir1,W,False
Ij6EM1UyiL,W,False
5xOIlrc1jV,W,False
mv6bZz27Rb,W,False
7zfhlyM2ku,N2,False
uUrKNSio0m,N3,True
sPNdlBMn07,N3,False
YjpK9Zqe8k,N3,False
gmcvW3cJw4,N3,False
K7PhnTyusw,N3,True
elMctoyucW,N2,False
NwWL6an1jo,N2,False
LlOUznGtSj,N2,False
uPOuLDAlY9,N2,False
i2tVX91PyI,R,True
VFQVGojjMj,R,False
TACDxCbLeK,N2,False
N3WJ9gjnRN,N3,True
73nu4UfvRr,N3,False
LKP5eClXt6,N1,False
o9vwXG3Gzq,N1,False
tEugEXWQbr,N3,False
nuv1fKQMUb,N3,True
ykU9DC95lM,N3,False
TChPUXPG6k,N3,False
bfvMDZ1Frp,N3,False
Ckjr4pZd5m,N2,True
7ASSNhW4kH,R,False
993twEy2IK,R,True
rlM0wTMM4f,R,False
0XzeYc92T6,R,False
VHpxHFovWI,N2,False
mRtM4VyD5F,N2,False
CKz050vsZt,W,False
QgqT1PQ6uR,N2,False
woGAToVGlr,N2,False
4AbTERH6Dz,N2,False
yPoRZKy8d1,N2,False
5X5rpkksPh,N3,False
pgQy5IG63z,N3,False
MP7PncCXlg,N2,False
DVwyYBBoh3,R,True
SlllRI5T4U,R,False
bnwjyb9BTV,R,False
N1RC6Kj8Ig,R,False
UtelevMUbt,R,True
m087gst4KN,R,False
hdgPlnhtyx,R,False
aMoi91Qa8Z,N2,False
VMUK1JxE2X,N2,True
Reiq1Yw8Fq,N2,False
YFtovzy10f,N2,False
b557jNzVTr,N2,True
4xGihGxWF4,N2,True
VIFH8s2rQ1,N2,True
qfG03yHnE6,N2,False
OzSGByCsWm,N2,False
ALVaCi3raL,N3,True
OiN6ZITkNE,N3,False
7IaHJ4DUza,N3,False
x5UJVYWcYZ,N3,False
3e7JVfefOb,N3,False
RobS0ZFTfe,N3,False
5CladFyh2g,N3,False
qtmSE3aI7E,N3,False
i2N8sFrqXY,W,True
npvc6fsmvI,W,False
hKTMrbxduS,W,True
mCX5EuDrAf,N2,True
2yjKjoaDPf,N2,False
dMtK0uQ1DJ,N2,False
KP59RPRwBK,N3,False
wQQNILpQn6,N3,False
yMVj4FLHGO,N3,False
UcRupVOKT3,N3,True
xZ3QaBohZn,N3,False
tTPTN7dUC6,N3,False
LfRJDNJ6V4,N3,False
hVl2PjrEEd,N3,False
12NGToqX2Y,N2,False
hf7xoqXvyk,N2,True
yUxvu5SL8s,N2,False
qqungjN3LD,N2,True
prinwf4XqV,N2,False
ml6bLJWQup,N2,False
UiR92IlEWb,N2,False
FAuWjkgJLD,N2,False
xhpIUi80Rq,N2,True
pOj8l5RDNm,N2,False
JPDj2cNIzY,N3,False
eiavKtgCAz,N3,False
M9cmFPUPZw,N3,False
aaGv3DEgFp,N3,False
j7DrSPmnyP,N3,False
iicVtlsu4d,N3,True
gsdVSExA2j,N2,False
kDBDeAt95S,N2,False
OrFa87hKR7,N2,False
SjJ5AnFxOS,N2,False
HpFBFvrzuv,N2,True
LgnPFG5by3,N2,True
7QGe6nzShf,N2,True
jpB7rKFygX,N2,False
lDTb8tnIX2,W,False
bqy5HbHUJF,W,False
3RUxVDpwVS,R,False
y1DuhN8Vb1,N1,False
frTcTbHbFr,N1,False
DJlOd7OKty,R,False
kER3TFSSGP,R,True
O93Suy4F5y,R,False
kBc9U8VA3k,R,False
pJ62KXxxYN,R,True
PYme29fesY,R,False
SYGiJYpooF,R,False
00Tl359pZe,R,True
rMipiAfEp0,R,False
ZQF3mqLh1l,R,True
3jSec6kal0,R,False
sBrFJ0vuqU,R,True
2vg0s1eWoS,N2,False
IeNBRef3Km,N1,True
PkROfSvE66,N3,True
FUHqBAfqpT,N3,True
rUejRWdBdU,N3,False
bUgyJ7AyiR,N3,False
PTVfnqrTHc,N3,True
FomlDzxKNt,N3,True
pM6gh0JtRU,N3,True
mRmxlBC7fr,N3,True
5xfriRxnUK,N3,True
O7zd8tg6vy,N3,False
2QTuf8HDRo,N3,False
0UCNGO59Ki,N3,True
6TxT7ScMZR,N3,False
qealTAHrVC,R,False
JqVIC4QF2o,N2,False
f4gJ90FK4y,N2,False
V6opSOI16X,N2,False
ZOblWGHr9n,N2,True
HEKZ5iS9Z3,N2,True
prlonfJiBk,N2,False
FqsWNAzRgy,R,False
YkR1AEVl1s,R,False
eErsJNRIyR,N2,False
nhaLCW0w56,W,True
iEhj3qMez5,N2,True
ZAkQBsbLCx,R,True
zFgGXf3mJN,R,False
XyUgl5wRiB,R,False
mGULJ1DrNu,R,False
IlBC6VmPcn,R,True
YnSPb7l0JC,R,False
0tojk5Pdsc,N2,True
TvlRkmQgW0,N3,True
zhGfaj8j97,N3,False
n5a4x0Xm6F,N3,False
fiMoRd6DFx,N3,False
R4zhzZeIqF,N3,True
f1J4WwKYJA,N3,False
gn2YB1djCD,N3,True
pBXrybHPig,N3,False
2s7xES6XdY,N3,False
kk5q4vCYxw,R,True
xyrb6lNzI5,N2,False
28IY66XncO,N2,False
wHg2UlSjCO,N2,True
LeZAtO94X1,N2,False
vFD6H6MKMR,R,False
J3S0dNdidH,N2,True
Da6AFt2oaj,N1,False
n1jb8auE0J,R,False
XIpCOIHG5b,R,False
vjFI4KVr18,R,False
MuztTHTj7i,N2,True
jvaAvt9QFm,N2,False
2OS4M36BLm,N2,True
P4OsoDuVmM,N2,True
pxs1W6JQY4,N3,False
F5YPtPJ1hj,N3,True
2xRuYPDWSl,N3,False
2nKKSLO7dQ,N3,False
5iC3nLUi5K,N3,False
K12IyWifbR,W,True
c4MnMKuY0f,R,False
uws0XQ3E88,R,False
J1Y8gmq4A9,N2,False
b5gOo1uitQ,R,False
kbxePblAdq,N3,True
Bxygkj32EQ,N3,True
YlHM9VsKdh,N3,False
6kVjEDu4Z5,N3,False
4ektIlb9xi,N3,True
xnuHOf5eXu,N3,True
G0SRYLwRRO,N3,False
16kNSenelP,N3,True
zwCSwMyUqQ,N3,False
SMl8h9EEbE,N3,False
2K2dziLe6d,N3,True
sr8S64AWgg,N3,True
HKyVQKacvE,W,False
4S7xc1mVl0,R,False
Uo8v7yaH9d,R,False
VM6hdvAu3S,R,False
lTX9JScpHf,R,True
xzMtfZJ0Ci,R,True
Nh7XJNG1kO,N2,True
mKC44Dxam9,N2,False
Avf36Q0lCV,N2,True
n0jnwRwvEu,N2,True
aZ9tFG3EfK,N3,True
6YIFSTWIlW,W,False
iSpAylCewP,N2,True
opY6XtcjXL,N2,False
tBoTVr0bWl,N3,False
4HDgXRjaXq,N3,True
TrYPWAQs56,N3,False
kBTdISluUt,R,False
aBblZ4mTc5,R,False
Ms0c3uFcQL,R,False
tKNGHhIA65,N2,False
mQ8cEIanGi,N2,False
rp8TYCwzAt,N2,False
BpWkidruPD,N2,True
GbyVrQt8EY,N2,False
5ZlvcAx19m,R,False
rro0KcI4FG,R,False
2OP3xRRai1,R,True
MWu5C3gdSy,R,False
7j1gdzIjah,R,False
vSPlL3Defs,R,False
F8NaMJt8rP,R,True
VjlUR8Vzg2,N2,False
ZEAdzwHAOe,N2,False
6WUHgpCUBW,N2,False
pNceOfmSJd,N2,False
I5mHh48EBD,N2,True
254QMgPXuI,N2,False
i7mbfwlZGN,N2,True
82gjt3qdn4,N2,True
ywEjMK1wzO,N3,True
3gh12Wl5DH,N3,False
hzOcRRX5fB,R,False
SONZt7XhSg,R,False
YuY40wVau9,R,False
0X3dtldixV,N2,False
wJ6lnM5cTP,N2,True
WFGYRN1Xk0,N1,True
h8CvdFvBJR,N2,False
edBEta3iKx,N2,False
5Fqf81HXds,N2,True
uEhG961R3K,R,False
VVtWZP5mGZ,R,False
9Fv5DWYL0s,R,False
eOoihMdpBq,R,False
jbnFP0reKH,R,True
WwZDP9tbIe,R,False
N4y9zYW4Tj,N2,False
fVbQ6GstoA,W,False
SFV8kJ2n58,W,False
TzaxUTNwlK,N2,False
tAUCTEAcvA,N2,False
ame4aPAC6k,N2,True
tmKQHFpElX,N3,False
BsVoO6IKZv,N3,False
5M6YOL3yCm,N3,True
am6vbtaPei,N3,False
BzAz6dA2PY,N3,False
bVteRJfSoj,N2,False
r2jgGKe7Fj,N2,False
G5dE0IpRnp,N2,True
Zk5ysF5adf,R,True
N9gne4nSnq,R,False
HNkfHUMDXf,R,False
fWt4MTyuBD,R,False
ZxFOpFABlV,R,False
l6tfbKotpN,R,False
yWVIIinnVM,R,False
572k2f9vHH,R,False
D17rdrbBal,N2,True
RsV2oVQepY,N2,True
D3SSwK4pCh,N2,False
AbqM6XQnNg,N2,False
94gpiqFqFw,N2,True
1JZvp7dSrp,N2,True
nigLygHV9S,N3,True
pE20SDMotr,N3,False
WSfZgjwvrq,N3,False
ut1FtpKxRU,R,True
ljxjXn7qQV,R,False
hc3FchYwKf,R,False
3TyC4xbpYZ,R,True
8XPAExpzwg,R,False
c6IdfcmuMj,N2,True
YbEPGEATNL,N2,False
bZKnAqKxdt,N2,True
ZzRBEPfoGR,N2,True
x3K440nSjQ,N2,False
BPCsp1sjAR,N3,False
Ahru7Srhvj,N3,False
5hAVAd9lyK,N3,True
mbHPThOZqX,N3,True
6avSEOl5Dk,N3,True
007fopN8h5,N2,False
sJLeGCUDfC,N2,True
t3YWHDVSxS,N2,True
kWxEiJgJUI,N2,False
AjG2Y30I91,N2,False
OmGlFfmk45,R,False
gmLQOJMWHL,R,False
PTcnk59nZs,N2,False
0F5gRTISdd,R,True
xi5Rt4YYMp,N2,False
dapWuxx5Zo,N2,False
PcjrPgJT8i,N2,True
XTj8W4Vx9Y,N2,True
sKd0MwYxL0,N2,True
P0aEq8TE2C,N2,True
KY0dp6DeYI,N2,True
WcXXSpfwnS,N2,False
WyvMdYIFcQ,N2,True
Oe9F7a6LwM,R,False
fj2JiytNNc,R,False
Mh0TnwJlon,W,False
KJSC9xLpme,W,True
wM1JO60mE7,N3,True
tzk0PNAfkk,N3,False
TzaOTWlAQG,N3,False
IB1v0fw7Az,N3,False
Cn8cWUWQ80,N3,True
5NNKOiiq2I,N3,False
H3n8UNKOi0,N2,False
lDGw0vjUmA,N2,False
PF7trMPU8p,N2,True
6O19LrdG1K,N2,True
gbyTYF0an8,N2,False
2oIo3evbBo,N3,False
PzdYuVqMxT,N3,False
VnK6y2Rj5X,N3,False
uI8HqPOm2S,N3,False
kvnGnbsFbJ,N2,False
LoTMZspbPf,N2,False
EeOUq6kMXC,N2,True
VjPrf6WjSy,N2,True
Ed4SDxgnlC,W,True
uu9w0lhkB4,W,False
pPFvfD20NR,W,False
mWBqlZqHOY,N2,True
tGE0Oc6gmP,W,False
ur2F86cxNc,R,True
fhg9ILDP4l,R,False
bg7wGEqHgq,N2,False
WgwKR456C6,N2,False
igwXkgBsSH,N3,False
5T1RZlAsDe,N3,True
W2gB6Klto3,N3,False
0jOuzVyJUW,N2,False
n2Fd9lepI0,N2,True
q2gu7JtRPa,N2,False
ipOXxT0l4h,N2,False
JZrWbVTdAq,N2,True
Q3v5uYLSzS,R,False
PEGCHkW79G,R,False
EU35ww6BiL,R,False
u6s30KfN4J,R,False
PoHP3wuyUc,N2,True
9YzAV50sex,N2,False
R4erOwFK5R,N2,False
8iVXRTBUQ2,N2,True
ky5MVIBwTI,N2,False
iMF7ZvC03v,N2,False
UeXl4gOizT,N2,False
NW8G9chE95,N1,True
2LofEP7XY0,W,True
LvUtF3PZqa,W,True
Didxnz35jR,W,False
6vFUdNgwHO,W,True
TZmpPTJlED,W,False
2aGFqECW9X,W,False
H5FVFRdxq1,W,False
FqtW6XVl8f,W,True
P7YlDxv0Bx,N2,False
y8chcbIRWo,N2,True
Mj0uhrzXB0,N3,False
XfCHeLCIc2,N3,False
avK1PkcEvc,N2,False
W3oM9SXlCQ,N2,False
r3tbojE668,W,True
thwWpffton,W,False
1HFD0KGv6p,W,True
VA65uhiwTx,W,False
RzlRntGm5l,N1,True
d4Rehisfnt,N2,False
nzU4cZoVON,N2,False
Yopc28DSOb,N2,True
4H49qCo7PB,N3,False
8vtOVwLjLa,N3,True
J4ItVGOz4Y,N3,False
Q4PsKYBJqG,N3,False
KooQQSUkPH,N3,True
fbGKRypLKj,N3,False
kQBY8BGWzg,N2,False
DHKAlnBlyD,N2,False
zzPaeJtG2T,R,False
QmbIdLK4yd,R,False
iQ9IGqrNWl,R,False
WFPBFJbwFO,N2,True
Xi60qDfKsP,N2,False
iJRRIPXkXR,N2,False
WkfOoSUHqm,N2,False
M5eOv5S4zS,N2,True
EkLdCIjeQW,N2,False
tShTWcdm2y,N3,False
jAh4ZXuYik,N3,False
hcKWByGiVO,W,True
IPTXkMDvFX,N2,False
A5OT2rrjya,R,False
D0QYIdIiyn,N2,False
VdCIFU4BPS,N2,False
8CAV0C1Sre,N2,False
nyrkwV0n83,N2,False
sSDwSVjdTh,N2,True
x49RV2xiBC,N2,False
mQK0XyZLUL,N2,True
0EjSQtZdPS,W,False
jVtuYZcZQv,R,False
KOVFyyYdai,R,True
hklb4J7MRv,R,False
MFv36IzCOk,R,True
OsWOjDrHpi,R,False
7NN4IH4IVt,N2,False
3xxaQkmFwV,N2,False
NBhTiQRvmy,W,False
uWjpGxiGEG,W,False
h1BNigLtrw,W,True
IZOVRCBPzK,W,True
qvl7RZtQXH,W,True
MuyZK45HEa,W,False
Q97RPzo45f,W,False
8Kdz17CfCc,N1,False
VGVx625XIP,N2,False
yxHwApSIPr,N2,False
c9YmxaoSnF,N2,False
BmijT7gHMW,N3,False
x9P91bqZQv,N3,True
6xqHiLOAgt,N3,False
IXKmLosZ0V,N3,True
cpdzXVnFRD,N3,True
chYqrf0Win,N2,True
rjbumuLwKv,N2,False
iUt4ulfY7X,N3,False
oy6SP0heP3,N3,False
e5CZKEddDs,N3,False
Ti9BqlJSDi,N3,True
lGiwi4A8Nf,N2,True
SBOg22KPgJ,N2,False
UknSwd0hSX,N2,False
srStQYLaRv,R,False
lyBOuy3DJZ,N2,False
xM0TvuBHbI,N2,False
gWuSd12hDF,N2,False
OMOAchgHuP,N3,False
x28sqv1upe,W,False
zZCeZxNp45,N2,False
BNlAgRFMoo,N2,False
JuTQMpWyaG,N2,True
Oo0sbyQSBB,N2,True
IU8IWsdW9J,W,False
5krqrnPpv9,N2,True
hI7bTUi64r,N2,False
QFk7uDvJfY,R,False
A6rssO9tWt,W,False
9U33Yd9Jo5,W,False
ei6xPUpox4,W,False
udJDdmobnD,N2,False
BkkQa4RwYz,N2,False
wKeaPoIXsf,N2,True
crljVRcuja,N3,False
xYJnSvLOH6,N3,False
1NvYGWZXow,N3,False
8abLGMTVcI,N3,False
zsWv99LCaS,N3,False
aLMgPVoAyr,N3,False
9C3dONvHrw,N3,False
iynpySQTUW,N3,False
9H94QD6ibi,W,True
ZOvqfFuVkf,N2,True
bWQ9sCLvBO,N2,True
7hySw8cyfk,N2,True
AREOSF48pc,N2,False
13j1QLjprR,N2,False
Y0qAb0bySF,N2,False
iIRi1xx46X,R,False
Vw5obX1kxL,R,False
qCX6zD75eZ,R,True
MT554hA7ek,R,False
mQbWZNJYAK,W,True
